"","time","posX","posY","orientation","X00.14.bf.b1.97.8a","X00.0f.a3.39.e1.c0","X00.14.bf.3b.c7.c6","X00.14.bf.b1.97.81","X00.14.bf.b1.97.8d","X00.14.bf.b1.97.90","X00.0f.a3.39.dd.cd","nas","posXY","angle"
"197","1139693687391",0.78,10.94,348.3,-49,-52,-60.0102496192809,-67,-68,-59,-72,1,"0.78-10.94",0
"198","1139693687643",0.78,10.94,348.3,-47,-52,-67,-74,-54.8630723149337,-59,-73,1,"0.78-10.94",0
"199","1139693687895",0.78,10.94,348.3,-46,-52,-68,-64,-54.8630723149337,-59,-70,1,"0.78-10.94",0
"200","1139693688147",0.78,10.94,348.3,-51,-52,-66,-65,-54.8630723149337,-58,-69,1,"0.78-10.94",0
"201","1139693688399",0.78,10.94,348.3,-46,-52,-67,-69,-69,-55,-72,0,"0.78-10.94",0
"202","1139693688651",0.78,10.94,348.3,-46,-52,-67,-69,-69,-57,-75,0,"0.78-10.94",0
"203","1139693688905",0.78,10.94,348.3,-56.4354204773103,-55,-68,-75,-54.8630723149337,-54,-75,2,"0.78-10.94",0
"204","1139693689155",0.78,10.94,348.3,-51,-52,-67,-68,-64,-54,-75,0,"0.78-10.94",0
"205","1139693689407",0.78,10.94,348.3,-47,-55,-68,-68,-54.8630723149337,-58,-71,1,"0.78-10.94",0
"206","1139693689659",0.78,10.94,348.3,-46,-53,-68,-56.6546902475314,-54.8630723149337,-58,-70.3135619015994,3,"0.78-10.94",0
"207","1139693689911",0.78,10.94,348.3,-49,-53,-67,-56.6546902475314,-64,-66.2612341491531,-74,2,"0.78-10.94",0
"208","1139693690163",0.78,10.94,348.3,-46,-54,-67,-65,-54.8630723149337,-56,-74,1,"0.78-10.94",0
"209","1139693690415",0.78,10.94,348.3,-46,-51,-67,-75,-54.8630723149337,-51,-71,1,"0.78-10.94",0
"210","1139693690667",0.78,10.94,348.3,-47,-52,-66,-65,-54.8630723149337,-66.2612341491531,-72,2,"0.78-10.94",0
"211","1139693690919",0.78,10.94,348.3,-50,-52,-65,-56.6546902475314,-54.8630723149337,-66.2612341491531,-76,3,"0.78-10.94",0
"212","1139693691171",0.78,10.94,348.3,-51,-54,-67,-63,-63,-66.2612341491531,-71,1,"0.78-10.94",0
"213","1139693691423",0.78,10.94,348.3,-46,-52,-67,-65,-64,-58,-72,0,"0.78-10.94",0
"214","1139693691675",0.78,10.94,348.3,-47,-54,-67,-64,-68,-59,-71,0,"0.78-10.94",0
"215","1139693691927",0.78,10.94,348.3,-47,-54,-68,-56.6546902475314,-68,-59,-72,1,"0.78-10.94",0
"216","1139693692183",0.78,10.94,348.3,-46,-52,-66,-56.6546902475314,-64,-58,-72,1,"0.78-10.94",0
"217","1139693692435",0.78,10.94,348.3,-47,-52,-67,-56.6546902475314,-54.8630723149337,-50,-72,2,"0.78-10.94",0
"218","1139693692687",0.78,10.94,348.3,-47,-54,-67,-66,-64,-57,-72,0,"0.78-10.94",0
"219","1139693692940",0.78,10.94,348.3,-49,-55,-66,-64,-63,-53,-70,0,"0.78-10.94",0
"220","1139693693191",0.78,10.94,348.3,-49.5,-52,-66,-65,-54.8630723149337,-58,-69,1,"0.78-10.94",0
"221","1139694056134",7.48,7.36,340.1,-53,-48,-63,-67,-54.8630723149337,-61,-55,1,"7.48-7.36",0
"222","1139694056386",7.48,7.36,340.1,-50.5,-53.384679395735,-56,-58,-65,-61,-55,1,"7.48-7.36",0
"223","1139694056638",7.48,7.36,340.1,-48.5,-43,-60.5,-57,-56,-66.2612341491531,-67,1,"7.48-7.36",0
"224","1139694056890",7.48,7.36,340.1,-56.4354204773103,-41,-60,-66,-54,-62,-66,1,"7.48-7.36",0
"225","1139694057142",7.48,7.36,340.1,-56.4354204773103,-47,-57,-60,-54.8630723149337,-56,-63,2,"7.48-7.36",0
"226","1139694057394",7.48,7.36,340.1,-58,-47,-58,-61,-64,-60,-63,0,"7.48-7.36",0
"227","1139694057646",7.48,7.36,340.1,-51,-46,-60,-66,-56,-67,-66,0,"7.48-7.36",0
"228","1139694057900",7.48,7.36,340.1,-61,-43,-59,-65,-55,-61,-65,0,"7.48-7.36",0
"229","1139694058154",7.48,7.36,340.1,-56.4354204773103,-42,-60,-60,-55,-62,-65,1,"7.48-7.36",0
"230","1139694058406",7.48,7.36,340.1,-56.4354204773103,-42,-59,-60,-56,-61,-64,1,"7.48-7.36",0
"231","1139694058658",7.48,7.36,340.1,-60,-47,-60,-64,-67,-67,-64,0,"7.48-7.36",0
"232","1139694058910",7.48,7.36,340.1,-50.5,-45,-61,-64,-57,-68,-64,0,"7.48-7.36",0
"233","1139694059162",7.48,7.36,340.1,-51,-42,-59,-58,-67,-61,-65,0,"7.48-7.36",0
"234","1139694059414",7.48,7.36,340.1,-50.5,-42,-60.0102496192809,-62,-57,-64,-67,1,"7.48-7.36",0
"235","1139694059666",7.48,7.36,340.1,-58,-43,-59,-56.6546902475314,-56,-67,-57,1,"7.48-7.36",0
"236","1139694059918",7.48,7.36,340.1,-56.4354204773103,-45,-60.0102496192809,-62,-67,-63,-56,2,"7.48-7.36",0
"237","1139694060170",7.48,7.36,340.1,-59.5,-42,-61,-56.6546902475314,-67,-62,-57,1,"7.48-7.36",0
"238","1139694060422",7.48,7.36,340.1,-52,-43,-60,-60,-54.8630723149337,-62,-66,1,"7.48-7.36",0
"239","1139694060674",7.48,7.36,340.1,-59,-42,-61,-58,-57,-61,-64,0,"7.48-7.36",0
"240","1139694060926",7.48,7.36,340.1,-51,-43,-59,-65,-57,-68,-56,0,"7.48-7.36",0
"241","1139694061182",7.48,7.36,340.1,-56.4354204773103,-43,-60,-56.6546902475314,-68,-68,-55,2,"7.48-7.36",0
"242","1139694061434",7.48,7.36,340.1,-50,-46,-60,-56.6546902475314,-59,-63,-64,1,"7.48-7.36",0
"243","1139694061686",7.48,7.36,340.1,-56,-46,-60,-60,-56,-68,-65,0,"7.48-7.36",0
"244","1139694061938",7.48,7.36,340.1,-56.4354204773103,-46,-60.0102496192809,-64,-66,-66.2612341491531,-64,3,"7.48-7.36",0
"245","1139694062190",7.48,7.36,340.1,-50,-45,-60,-63,-58,-63,-63,0,"7.48-7.36",0
"246","1139694062442",7.48,7.36,340.1,-56.4354204773103,-45,-59,-60,-57,-62,-63,1,"7.48-7.36",0
"247","1139694062694",7.48,7.36,340.1,-50,-46,-59,-65,-54.8630723149337,-67,-65,1,"7.48-7.36",0
"248","1139694062946",7.48,7.36,340.1,-50.5,-43,-60,-61,-56,-66.2612341491531,-55,1,"7.48-7.36",0
"249","1139694063198",7.48,7.36,340.1,-50,-44,-59,-58,-67,-66.2612341491531,-56,1,"7.48-7.36",0
"250","1139694063450",7.48,7.36,340.1,-51,-46,-60,-60,-67,-64,-57,0,"7.48-7.36",0
"251","1139694063702",7.48,7.36,340.1,-61,-46,-60.0102496192809,-60,-65,-68,-58,1,"7.48-7.36",0
"252","1139694063954",7.48,7.36,340.1,-57,-46,-60,-61,-59,-66.2612341491531,-56,1,"7.48-7.36",0
"253","1139694064206",7.48,7.36,340.1,-51,-45,-60.0102496192809,-56.6546902475314,-54.8630723149337,-68,-57,3,"7.48-7.36",0
"254","1139694064458",7.48,7.36,340.1,-50,-42,-60,-56.6546902475314,-54.8630723149337,-62,-56,2,"7.48-7.36",0
"255","1139694064710",7.48,7.36,340.1,-50,-43,-60,-61,-67,-63,-58,0,"7.48-7.36",0
"256","1139694064962",7.48,7.36,340.1,-60,-43,-58,-61,-67,-63,-55,0,"7.48-7.36",0
"257","1139694065214",7.48,7.36,340.1,-59,-42,-58,-64,-58,-68,-55,0,"7.48-7.36",0
"258","1139694065466",7.48,7.36,340.1,-50,-41,-60,-62,-69,-63,-63,0,"7.48-7.36",0
"259","1139694065718",7.48,7.36,340.1,-50.3333333333333,-45,-60,-65,-58,-66.2612341491531,-65,1,"7.48-7.36",0
"260","1139694065970",7.48,7.36,340.1,-56.4354204773103,-46,-59,-61,-58,-58,-64,1,"7.48-7.36",0
"261","1139694066222",7.48,7.36,340.1,-50,-46,-60.0102496192809,-57,-57,-62,-63,1,"7.48-7.36",0
"262","1139694066474",7.48,7.36,340.1,-50,-45,-61,-63,-58,-67,-61,0,"7.48-7.36",0
"263","1139694066726",7.48,7.36,340.1,-50,-46,-61,-64,-58,-66.2612341491531,-61,1,"7.48-7.36",0
"264","1139694066979",7.48,7.36,340.1,-52,-43,-59,-61,-62,-67,-67,0,"7.48-7.36",0
"265","1139694067234",7.48,7.36,340.1,-51,-45,-60.0102496192809,-59,-65,-63,-66,1,"7.48-7.36",0
"266","1139694067486",7.48,7.36,340.1,-52,-45,-60,-59,-67,-67,-64,0,"7.48-7.36",0
"267","1139694067739",7.48,7.36,340.1,-58,-45,-60,-62,-54.8630723149337,-65,-66,1,"7.48-7.36",0
"268","1139694067991",7.48,7.36,340.1,-50,-45,-60.0102496192809,-65,-58,-67,-63,1,"7.48-7.36",0
"269","1139694068243",7.48,7.36,340.1,-59,-46,-61,-63,-67,-63,-67,0,"7.48-7.36",0
"270","1139694068495",7.48,7.36,340.1,-50,-46,-60,-62,-58,-62,-66,0,"7.48-7.36",0
"271","1139694068747",7.48,7.36,340.1,-56.4354204773103,-44,-59,-62,-58,-63,-67,1,"7.48-7.36",0
"272","1139694068999",7.48,7.36,340.1,-50,-46,-59,-60,-57,-68,-67,0,"7.48-7.36",0
"273","1139694069251",7.48,7.36,340.1,-56.4354204773103,-45,-60,-61,-57,-67,-65,1,"7.48-7.36",0
"274","1139694069503",7.48,7.36,340.1,-51,-46,-60.0102496192809,-60,-57,-61,-65,1,"7.48-7.36",0
"275","1139694069755",7.48,7.36,340.1,-48,-40,-58,-56.6546902475314,-68,-66.2612341491531,-63,2,"7.48-7.36",0
"276","1139694070007",7.48,7.36,340.1,-57,-40,-60,-56.6546902475314,-56,-66,-67,1,"7.48-7.36",0
"277","1139694070259",7.48,7.36,340.1,-51,-45,-59,-64,-57,-61,-62,0,"7.48-7.36",0
"278","1139694070511",7.48,7.36,340.1,-56,-45,-60.0102496192809,-61,-54.8630723149337,-66.2612341491531,-67,3,"7.48-7.36",0
"279","1139694070763",7.48,7.36,340.1,-52,-46,-60,-61,-54.8630723149337,-66.2612341491531,-66,2,"7.48-7.36",0
"280","1139694071015",7.48,7.36,340.1,-50,-45,-60,-58,-56,-67,-66,0,"7.48-7.36",0
"281","1139694071267",7.48,7.36,340.1,-50,-46,-61,-60,-63,-65,-69,0,"7.48-7.36",0
"282","1139694071519",7.48,7.36,340.1,-58,-45,-58,-61,-67,-63,-67,0,"7.48-7.36",0
"283","1139694071771",7.48,7.36,340.1,-51,-46,-57,-64,-67,-63,-68,0,"7.48-7.36",0
"284","1139694072023",7.48,7.36,340.1,-51,-46,-59,-64,-54.8630723149337,-61,-68,1,"7.48-7.36",0
"285","1139694072275",7.48,7.36,340.1,-58,-41,-60,-64,-69,-68,-56,0,"7.48-7.36",0
"286","1139694072527",7.48,7.36,340.1,-50,-41,-58,-56.6546902475314,-56,-61,-57,1,"7.48-7.36",0
"287","1139694072779",7.48,7.36,340.1,-56.4354204773103,-40,-59,-56.6546902475314,-57,-66,-56,2,"7.48-7.36",0
"288","1139694073031",7.48,7.36,340.1,-50,-40,-60.0102496192809,-56.6546902475314,-56,-66.2612341491531,-56,3,"7.48-7.36",0
"289","1139694073283",7.48,7.36,340.1,-50,-40,-59,-56.6546902475314,-70,-66.2612341491531,-56,2,"7.48-7.36",0
"290","1139694073535",7.48,7.36,340.1,-51,-46,-60.0102496192809,-59,-56,-66,-62,1,"7.48-7.36",0
"291","1139694073787",7.48,7.36,340.1,-50,-45,-60,-63,-70,-67,-64,0,"7.48-7.36",0
"292","1139694074039",7.48,7.36,340.1,-50.5,-45,-59,-64,-68,-58,-57,0,"7.48-7.36",0
"293","1139694074291",7.48,7.36,340.1,-51,-42,-60,-62,-56,-66.2612341491531,-67,1,"7.48-7.36",0
"294","1139694074543",7.48,7.36,340.1,-51.5,-45,-60,-64,-57,-66.2612341491531,-66,1,"7.48-7.36",0
"295","1139694074795",7.48,7.36,340.1,-59,-46,-59,-62,-57,-66,-69,0,"7.48-7.36",0
"296","1139694075047",7.48,7.36,340.1,-56.4354204773103,-43,-60.0102496192809,-56.6546902475314,-69,-62.5,-64,3,"7.48-7.36",0
"297","1139694075299",7.48,7.36,340.1,-56.4354204773103,-41,-60.0102496192809,-56.6546902475314,-52,-67,-69,3,"7.48-7.36",0
"298","1139694075551",7.48,7.36,340.1,-52,-41,-60,-65,-54.8630723149337,-66,-66,1,"7.48-7.36",0
"299","1139694075803",7.48,7.36,340.1,-52,-41,-60,-62,-54.8630723149337,-67,-68,1,"7.48-7.36",0
"300","1139694076055",7.48,7.36,340.1,-54,-40,-60,-62,-56,-66,-63,0,"7.48-7.36",0
"301","1139694076307",7.48,7.36,340.1,-50,-45,-59,-65,-57,-61,-64,0,"7.48-7.36",0
"302","1139694076559",7.48,7.36,340.1,-58,-46,-60,-59,-69,-67,-56,0,"7.48-7.36",0
"303","1139694076811",7.48,7.36,340.1,-56.4354204773103,-40,-60,-56.6546902475314,-54.8630723149337,-60,-56,3,"7.48-7.36",0
"304","1139694077063",7.48,7.36,340.1,-58,-40,-60,-58,-54,-66.2612341491531,-68,1,"7.48-7.36",0
"305","1139694077315",7.48,7.36,340.1,-56.4354204773103,-40,-60,-59,-56,-66.2612341491531,-67,2,"7.48-7.36",0
"306","1139694077567",7.48,7.36,340.1,-56.4354204773103,-40,-59,-64,-55,-66.2612341491531,-63,2,"7.48-7.36",0
"307","1139694077819",7.48,7.36,340.1,-50,-45,-59,-64,-56,-66.2612341491531,-62,1,"7.48-7.36",0
"308","1139694078071",7.48,7.36,340.1,-48,-41,-60,-56.6546902475314,-55,-65,-65,1,"7.48-7.36",0
"309","1139694078323",7.48,7.36,340.1,-50,-41,-60,-61,-53,-61,-69,0,"7.48-7.36",0
"310","1139694078575",7.48,7.36,340.1,-50,-46,-60,-58,-54,-67,-63,0,"7.48-7.36",0
"311","1139694078827",7.48,7.36,340.1,-51.5,-46,-60,-64,-56,-61,-69,0,"7.48-7.36",0
"312","1139694079079",7.48,7.36,340.1,-52,-45,-56,-60,-54.8630723149337,-66.2612341491531,-64,2,"7.48-7.36",0
"313","1139694079331",7.48,7.36,340.1,-52,-41,-60,-60,-52,-61,-64,0,"7.48-7.36",0
"314","1139694079583",7.48,7.36,340.1,-51,-41,-60.0102496192809,-60,-55,-60,-55,1,"7.48-7.36",0
"315","1139694079835",7.48,7.36,340.1,-56.4354204773103,-45,-59,-60,-57,-65,-57,1,"7.48-7.36",0
"316","1139694080087",7.48,7.36,340.1,-50,-45,-61,-64,-56,-66.2612341491531,-56,1,"7.48-7.36",0
"317","1139694080340",7.48,7.36,340.1,-56,-45,-58,-59,-55,-60,-66,0,"7.48-7.36",0
"318","1139694080591",7.48,7.36,340.1,-58,-46,-59,-56.6546902475314,-54.8630723149337,-65,-65,2,"7.48-7.36",0
"319","1139694080843",7.48,7.36,340.1,-57,-45,-60,-60,-54,-60,-67,0,"7.48-7.36",0
"320","1139694081095",7.48,7.36,340.1,-52,-39,-59,-56.6546902475314,-55,-61,-67,1,"7.48-7.36",0
"321","1139694081347",7.48,7.36,340.1,-56.4354204773103,-39,-61,-64,-65,-69,-67,1,"7.48-7.36",0
"322","1139694081599",7.48,7.36,340.1,-52,-40,-60.0102496192809,-64,-65,-59,-56,1,"7.48-7.36",0
"323","1139694081851",7.48,7.36,340.1,-51,-40,-61,-64,-54,-63,-67,0,"7.48-7.36",0
"324","1139694082103",7.48,7.36,340.1,-56.3333333333333,-40,-61,-60,-66,-66.2612341491531,-68,1,"7.48-7.36",0
"325","1139694082355",7.48,7.36,340.1,-57,-46,-60,-58,-68,-60,-65,0,"7.48-7.36",0
"326","1139694082607",7.48,7.36,340.1,-52,-46,-60,-59,-55,-63,-55,0,"7.48-7.36",0
"327","1139694082859",7.48,7.36,340.1,-51,-40,-59,-56.6546902475314,-56,-65,-55,1,"7.48-7.36",0
"328","1139694083111",7.48,7.36,340.1,-57,-40,-62,-62,-54.8630723149337,-66.2612341491531,-69,2,"7.48-7.36",0
"329","1139694083364",7.48,7.36,340.1,-56.4354204773103,-40,-61,-61,-55,-65,-67,1,"7.48-7.36",0
"330","1139694083616",7.48,7.36,340.1,-52,-40,-60.0102496192809,-62,-67,-65,-63,1,"7.48-7.36",0
"331","1139694983632",12.55,7.38,20.9,-64,-43,-60.0102496192809,-57,-57,-64,-71,1,"12.55-7.38",0
"332","1139694983884",12.55,7.38,20.9,-68,-41,-49,-56.6546902475314,-55,-69,-69,1,"12.55-7.38",0
"333","1139694984136",12.55,7.38,20.9,-56.4354204773103,-42,-60.0102496192809,-57,-47,-68,-58,2,"12.55-7.38",0
"334","1139694984388",12.55,7.38,20.9,-62,-42,-49,-56,-47,-67,-69,0,"12.55-7.38",0
"335","1139694984640",12.55,7.38,20.9,-65,-42,-52,-55,-48,-66.2612341491531,-69,1,"12.55-7.38",0
"336","1139694984892",12.55,7.38,20.9,-65,-42,-55,-57,-54.8630723149337,-68,-70,1,"12.55-7.38",0
"337","1139694985144",12.55,7.38,20.9,-62,-43,-60.0102496192809,-62,-47,-66.2612341491531,-70,2,"12.55-7.38",0
"338","1139694985396",12.55,7.38,20.9,-56.4354204773103,-41,-54,-65,-48,-68,-58,1,"12.55-7.38",0
"339","1139694985648",12.55,7.38,20.9,-61,-41,-55,-75,-55,-68,-56,0,"12.55-7.38",0
"340","1139694985900",12.55,7.38,20.9,-61,-42,-55,-62,-47,-68,-56,0,"12.55-7.38",0
"341","1139694986152",12.55,7.38,20.9,-64,-43,-60.0102496192809,-53,-54,-69,-56,1,"12.55-7.38",0
"342","1139694986404",12.55,7.38,20.9,-61,-41,-49,-62,-54,-66.2612341491531,-55,1,"12.55-7.38",0
"343","1139694986656",12.55,7.38,20.9,-62,-41,-48,-54,-54,-69,-57,0,"12.55-7.38",0
"344","1139694986908",12.55,7.38,20.9,-63.5,-40,-54,-56.6546902475314,-53,-63,-57,1,"12.55-7.38",0
"345","1139694987160",12.55,7.38,20.9,-61,-41,-55,-61,-54,-69,-68,0,"12.55-7.38",0
"346","1139694987412",12.55,7.38,20.9,-61,-42,-60.0102496192809,-58,-48,-67,-68,1,"12.55-7.38",0
"347","1139694987664",12.55,7.38,20.9,-64,-43,-60.0102496192809,-53,-54.8630723149337,-69,-68,2,"12.55-7.38",0
"348","1139694987916",12.55,7.38,20.9,-62,-41,-60.0102496192809,-56,-54.8630723149337,-68,-56,2,"12.55-7.38",0
"349","1139694988168",12.55,7.38,20.9,-62,-43,-48,-56.6546902475314,-54,-66.2612341491531,-69,2,"12.55-7.38",0
"350","1139694988420",12.55,7.38,20.9,-62,-42,-57,-62,-48,-69,-58,0,"12.55-7.38",0
"351","1139694988672",12.55,7.38,20.9,-63,-43,-51,-56.6546902475314,-54.8630723149337,-66.2612341491531,-57,3,"12.55-7.38",0
"352","1139694988924",12.55,7.38,20.9,-62.5,-42,-53,-56.6546902475314,-55,-71,-55,1,"12.55-7.38",0
"353","1139694989176",12.55,7.38,20.9,-56.4354204773103,-43,-60.0102496192809,-60,-48,-70,-68,2,"12.55-7.38",0
"354","1139694989428",12.55,7.38,20.9,-62,-41,-50,-54,-55,-71,-56,0,"12.55-7.38",0
"355","1139694989680",12.55,7.38,20.9,-63,-41,-53,-61,-47,-63,-58,0,"12.55-7.38",0
"356","1139694989932",12.55,7.38,20.9,-62,-40,-48,-61,-54.5,-71,-55,0,"12.55-7.38",0
"357","1139694990184",12.55,7.38,20.9,-63,-41,-48,-56.6546902475314,-54.8630723149337,-66.2612341491531,-54,3,"12.55-7.38",0
"358","1139694990436",12.55,7.38,20.9,-56.4354204773103,-40,-50,-62,-55,-66.2612341491531,-56,2,"12.55-7.38",0
"359","1139694990688",12.55,7.38,20.9,-63,-41,-50,-57,-54,-66.2612341491531,-55,1,"12.55-7.38",0
"360","1139694990940",12.55,7.38,20.9,-56.4354204773103,-42,-56,-56.6546902475314,-47,-69,-55,2,"12.55-7.38",0
"361","1139694991192",12.55,7.38,20.9,-56.4354204773103,-42,-56,-61,-48,-69,-56,1,"12.55-7.38",0
"362","1139694991444",12.55,7.38,20.9,-62,-40,-60.0102496192809,-61,-54,-71,-68,1,"12.55-7.38",0
"363","1139694991696",12.55,7.38,20.9,-62.5,-43,-55,-55,-54.5,-69,-67,0,"12.55-7.38",0
"364","1139694991948",12.55,7.38,20.9,-62,-42,-53,-56,-54,-69,-56,0,"12.55-7.38",0
"365","1139694992200",12.55,7.38,20.9,-62,-41,-51,-57,-54.5,-69,-55,0,"12.55-7.38",0
"366","1139694992452",12.55,7.38,20.9,-56.4354204773103,-41,-52,-62,-54,-69,-55,1,"12.55-7.38",0
"367","1139694992704",12.55,7.38,20.9,-61,-40,-49,-53,-54,-62,-55,0,"12.55-7.38",0
"368","1139694992956",12.55,7.38,20.9,-62,-41,-53,-63,-48,-69,-57,0,"12.55-7.38",0
"369","1139694993208",12.55,7.38,20.9,-63,-41,-51,-53,-53,-69,-56,0,"12.55-7.38",0
"370","1139694993460",12.55,7.38,20.9,-56.4354204773103,-42,-55,-56.6546902475314,-54,-66.2612341491531,-57,3,"12.55-7.38",0
"371","1139694993712",12.55,7.38,20.9,-56.4354204773103,-41,-50,-52,-53,-63,-56,1,"12.55-7.38",0
"372","1139694993964",12.55,7.38,20.9,-62,-43,-60.0102496192809,-52,-47,-66.2612341491531,-57,2,"12.55-7.38",0
"373","1139694994216",12.55,7.38,20.9,-61,-41,-60.0102496192809,-62,-53.5,-68,-55,1,"12.55-7.38",0
"374","1139694994468",12.55,7.38,20.9,-62,-43,-60.0102496192809,-56,-54,-66.2612341491531,-55,2,"12.55-7.38",0
"375","1139694994720",12.55,7.38,20.9,-62,-43,-54,-57,-55,-66.2612341491531,-56,1,"12.55-7.38",0
"376","1139694994972",12.55,7.38,20.9,-64,-42,-60.0102496192809,-53,-55,-69,-56,1,"12.55-7.38",0
"377","1139694995225",12.55,7.38,20.9,-62.5,-42,-60.0102496192809,-57,-54,-68,-69,1,"12.55-7.38",0
"378","1139694995476",12.55,7.38,20.9,-62,-41,-54,-56.6546902475314,-47,-69,-58,1,"12.55-7.38",0
"379","1139694995728",12.55,7.38,20.9,-64,-41,-60.0102496192809,-56.6546902475314,-54,-69,-56,2,"12.55-7.38",0
"380","1139694995981",12.55,7.38,20.9,-60,-41,-50,-61,-55,-71,-56,0,"12.55-7.38",0
"381","1139694996233",12.55,7.38,20.9,-63,-41,-54,-53,-54,-66.2612341491531,-58,1,"12.55-7.38",0
"382","1139694996485",12.55,7.38,20.9,-62,-42,-51,-62,-54.8630723149337,-69,-56,1,"12.55-7.38",0
"383","1139694996737",12.55,7.38,20.9,-62.5,-41,-54,-56.6546902475314,-53,-66.2612341491531,-56,2,"12.55-7.38",0
"384","1139694996989",12.55,7.38,20.9,-62,-42,-55,-62,-55,-66.2612341491531,-58,1,"12.55-7.38",0
"385","1139694997241",12.55,7.38,20.9,-63,-43,-55,-53,-47,-66.2612341491531,-56,1,"12.55-7.38",0
"386","1139694997493",12.55,7.38,20.9,-61.5,-43,-54,-61,-53.5,-69,-58,0,"12.55-7.38",0
"387","1139694997745",12.55,7.38,20.9,-62,-53.384679395735,-54,-55,-52,-69,-56,1,"12.55-7.38",0
"388","1139694997997",12.55,7.38,20.9,-61,-43,-51,-56,-47,-69,-57,0,"12.55-7.38",0
"389","1139694998249",12.55,7.38,20.9,-60,-41,-50,-58,-52,-66.2612341491531,-57,1,"12.55-7.38",0
"390","1139694998501",12.55,7.38,20.9,-59,-40,-60.0102496192809,-56,-48,-69,-55,1,"12.55-7.38",0
"391","1139694998753",12.55,7.38,20.9,-61,-40,-51,-62,-48,-70,-69,0,"12.55-7.38",0
